model_name,brand,body_type,segment,price_eur,maintenance_cost_year,seating_capacity,boot_capacity_l,safety_rating,energy_cost_100km,powertrain_type,fuel_type,sustainable,coche_familiar,costo_energia_anual,costo_total_anual
Lancia A-Class,Lancia,Hatchback,C,38519,537,5,403,3,10.12,Petrol,Petrol,0,0,1517.9999999999998,2055.0
Cupra 222,Cupra,SUV,C,43432,516,5,691,3,6.75,Hybrid,Diesel+Electric,1,1,1012.5,1528.5
Volkswagen P8x,Volkswagen,Hatchback,C,45767,688,5,367,4,8.54,Diesel,Diesel,0,0,1280.9999999999998,1968.9999999999998
DS Automobiles K9 Pro,DS Automobiles,Hatchback,F,109277,385,5,409,5,15.77,Petrol,Petrol,0,0,2365.5,2750.5
Vauxhall 666,Vauxhall,Crossover,E,75905,553,7,639,4,12.53,Petrol,Petrol,0,1,1879.5,2432.5
Porsche I55,Porsche,Wagon,D,57508,604,5,820,3,7.15,Diesel,Diesel,0,1,1072.5,1676.5
Peugeot W-Class,Peugeot,Hatchback,B,34999,586,5,410,5,8.49,Diesel,Diesel,0,0,1273.5,1859.5
Audi I-Class,Audi,Wagon,E,84657,662,5,785,5,9.63,Hybrid,Petrol+Electric,1,1,1444.5000000000002,2106.5
Mazda S4,Mazda,Wagon,E,72353,605,5,690,5,10.25,Petrol,Petrol,0,1,1537.5,2142.5
Volvo M2 Pro,Volvo,Wagon,E,82370,659,5,672,4,5.75,Hybrid,Petrol+Electric,1,1,862.5,1521.5
Saab UU-44,Saab,Sedan,C,41415,787,5,595,5,7.65,Petrol,Petrol,0,0,1147.5,1934.5
Aston Martin XX-99,Aston Martin,SUV,B,34544,592,5,589,4,6.46,Hybrid,Petrol+Electric,1,1,969.0,1561.0
Nissan 666,Nissan,Hatchback,D,62518,403,5,462,4,5.9,Hybrid,Petrol+Electric,1,0,885.0,1288.0
Opel VV-2,Opel,Sedan,C,39642,649,5,432,4,8.96,Diesel,Diesel,0,0,1344.0000000000002,1993.0000000000002
Seat S88,Seat,Sedan,C,44308,581,5,480,4,8.24,Diesel,Diesel,0,0,1236.0,1817.0
Mercedes-Benz R5 Pro,Mercedes-Benz,Sedan,C,43003,527,5,420,4,8.68,Diesel,Diesel,0,0,1302.0,1829.0
Renault Z7 Pro,Renault,Hatchback,C,43156,424,5,340,5,9.57,Diesel,Diesel,0,0,1435.5,1859.5
Audi T9x,Audi,Sedan,C,36708,538,5,456,5,7.92,Diesel,Diesel,0,0,1188.0,1726.0
Ford E1 Pro,Ford,MPV,D,54137,592,7,536,5,11.54,Petrol,Petrol,0,0,1730.9999999999998,2323.0
Mitsubishi L-Class,Mitsubishi,Wagon,D,57729,710,5,749,4,7.94,Diesel,Diesel,0,1,1191.0,1901.0
Koenigsegg Q22,Koenigsegg,SUV,C,42778,434,6,541,4,13.75,Petrol,Petrol,0,1,2062.5,2496.5
Seat P-Class,Seat,MPV,A,25322,527,6,819,3,8.89,Diesel,Diesel,0,0,1333.5,1860.5
Subaru N-Class,Subaru,Sedan,E,65406,504,5,615,4,10.23,Petrol,Petrol,0,0,1534.5,2038.5
Ford C9,Ford,SUV,C,38199,447,6,793,5,10.64,Petrol,Petrol,0,1,1596.0,2043.0
Jaguar X5x,Jaguar,Coupe,C,38411,397,4,220,5,12.5,Diesel,Diesel,0,0,1875.0,2272.0
Toyota I33,Toyota,SUV,C,42810,471,5,678,3,7.82,Diesel,Diesel,0,1,1173.0,1644.0
Ford SS-4,Ford,Sedan,C,41475,495,5,620,3,11.53,Petrol,Petrol,0,0,1729.5,2224.5
Volvo FF-99,Volvo,SUV,D,54207,693,7,708,4,10.13,Diesel,Diesel,0,1,1519.5000000000002,2212.5
Lamborghini HH-2,Lamborghini,SUV,A,32883,601,6,685,4,8.26,Diesel,Diesel,0,1,1239.0,1840.0
Mini D99,Mini,Crossover,E,76965,443,5,692,4,12.19,Petrol,Petrol,0,1,1828.5,2271.5
Seat AA-77,Seat,SUV,B,44065,534,6,632,4,6.02,Hybrid,Petrol+Electric,1,1,902.9999999999999,1437.0
Seat T44,Seat,SUV,F,109452,503,7,711,4,7.51,Hybrid,Petrol+Electric,1,1,1126.5,1629.5
Opel R99,Opel,Sedan,C,35871,587,5,584,4,9.02,Hybrid,Petrol+Electric,1,0,1353.0,1940.0
Volvo X9,Volvo,SUV,A,25503,746,5,667,5,10.73,Diesel,Diesel,0,1,1609.5,2355.5
Toyota FF-3,Toyota,Sedan,C,49304,633,5,452,4,9.75,Diesel,Diesel,0,0,1462.5,2095.5
Mazda 222,Mazda,Convertible,C,46571,690,4,288,5,8.57,Diesel,Diesel,0,0,1285.5,1975.5
Fiat F4,Fiat,Wagon,F,112970,576,5,522,3,5.61,Hybrid,Petrol+Electric,1,1,841.5,1417.5
Renault A11,Renault,SUV,D,59073,606,5,700,4,8.55,Hybrid,Petrol+Electric,1,1,1282.5,1888.5
Mini 999,Mini,Wagon,C,45443,531,5,571,5,7.68,Hybrid,Petrol+Electric,1,1,1152.0,1683.0
Skoda P7x,Skoda,Hatchback,C,45045,732,5,303,4,9.62,Diesel,Diesel,0,0,1442.9999999999998,2175.0
Aston Martin D1x,Aston Martin,SUV,F,106192,614,7,746,4,8.37,Diesel,Diesel,0,1,1255.4999999999998,1869.4999999999998
Renault R9,Renault,SUV,D,54883,548,5,746,4,5.14,Hybrid,Petrol+Electric,1,1,771.0,1319.0
Toyota XX-77,Toyota,SUV,C,43992,423,7,665,3,8.38,Hybrid,Petrol+Electric,1,1,1257.0000000000002,1680.0000000000002
Toyota 999,Toyota,Wagon,C,41689,600,5,507,5,11.04,Petrol,Petrol,0,1,1655.9999999999998,2256.0
Ford 444,Ford,Pickup,C,46759,485,2,0,4,12.55,Petrol,Petrol,0,0,1882.5,2367.5
Audi NN2,Audi,SUV,D,56528,530,7,624,5,8.65,Petrol,Petrol,0,1,1297.5,1827.5
Bentley B-Class,Bentley,SUV,C,44284,463,5,615,4,9.72,Diesel,Diesel,0,1,1458.0,1921.0
Koenigsegg K6 Pro,Koenigsegg,Crossover,D,55617,521,6,678,4,8.31,Hybrid,Diesel+Electric,1,1,1246.5,1767.5
Toyota VV-2,Toyota,Sedan,C,38241,602,5,587,4,11.97,Petrol,Petrol,0,0,1795.5,2397.5
Volvo B8 Pro,Volvo,Hatchback,C,48097,628,5,406,4,11.08,Petrol,Petrol,0,0,1662.0,2290.0
Volkswagen O-Class,Volkswagen,Pickup,C,48849,692,2,0,4,8.47,Hybrid,Petrol+Electric,1,0,1270.5,1962.5
Volvo G66,Volvo,Coupe,D,60651,496,2,326,4,12.77,Petrol,Petrol,0,0,1915.5,2411.5
Peugeot O-Class,Peugeot,MPV,C,40127,558,6,736,3,9.08,Diesel,Diesel,0,0,1362.0,1920.0
Skoda 111,Skoda,Sedan,E,69133,704,5,601,5,11.67,Petrol,Petrol,0,0,1750.5,2454.5
Mazda ZZ-1,Mazda,Hatchback,C,44476,472,5,502,5,7.87,Diesel,Diesel,0,0,1180.5,1652.5
Volvo NN-33,Volvo,SUV,D,57801,742,7,720,3,13.32,Petrol,Petrol,0,1,1998.0,2740.0
BMW M5,BMW,MPV,E,71973,745,7,786,5,10.13,Petrol,Petrol,0,0,1519.5000000000002,2264.5
BMW ZZ7,BMW,Hatchback,D,48778,410,5,410,4,10.29,Petrol,Petrol,0,0,1543.4999999999998,1953.4999999999998
Renault CC-66,Renault,Hatchback,C,45920,904,5,443,3,11.14,Diesel,Diesel,0,0,1671.0,2575.0
Renault X1,Renault,Hatchback,D,66337,578,5,379,4,6.94,Hybrid,Petrol+Electric,1,0,1041.0,1619.0
Nissan O7x,Nissan,Wagon,B,36786,336,5,754,5,6.23,Hybrid,Diesel+Electric,1,1,934.5000000000001,1270.5
Audi I2x,Audi,Wagon,A,27340,382,5,508,4,9.61,Petrol,Petrol,0,1,1441.5,1823.5
Jaguar 777,Jaguar,Wagon,D,56246,517,5,610,4,9.79,Petrol,Petrol,0,1,1468.4999999999998,1985.4999999999998
Renault KK2,Renault,Hatchback,D,56561,492,5,459,3,10.46,Hybrid,Petrol+Electric,1,0,1569.0000000000002,2061.0
BMW 444,BMW,Wagon,A,23359,391,5,900,5,5.64,Hybrid,Petrol+Electric,1,1,846.0,1237.0
Mini A-Class,Mini,SUV,E,74201,424,5,521,5,9.32,Petrol,Petrol,0,1,1398.0,1822.0
Opel L2 Pro,Opel,Hatchback,C,47326,383,5,309,4,6.06,Hybrid,Petrol+Electric,1,0,908.9999999999999,1292.0
Fiat U5x,Fiat,Sedan,E,72723,778,5,464,4,5.04,Hybrid,Petrol+Electric,1,0,756.0,1534.0
Dacia BB-99,Dacia,SUV,D,61076,621,6,568,5,8.89,Hybrid,Petrol+Electric,1,1,1333.5,1954.5
Porsche M9,Porsche,SUV,E,70756,766,5,819,5,6.08,Diesel,Diesel,0,1,912.0,1678.0
Suzuki OO-7,Suzuki,Pickup,D,55059,432,5,0,4,11.22,Petrol,Petrol,0,0,1683.0,2115.0
BMW G5 Pro,BMW,SUV,F,119644,669,7,577,5,7.4,Diesel,Diesel,0,1,1110.0,1779.0
Lexus E7 Pro,Lexus,SUV,C,37130,386,7,792,4,13.81,Petrol,Petrol,0,1,2071.5,2457.5
DS Automobiles Z7 Pro,DS Automobiles,Crossover,B,41718,503,5,753,4,7.08,Hybrid,Petrol+Electric,1,1,1062.0,1565.0
Porsche N88,Porsche,Crossover,C,50892,738,5,422,4,10.36,Diesel,Diesel,0,0,1554.0,2292.0
Mercedes-Benz R4,Mercedes-Benz,Hatchback,D,48557,483,5,432,4,10.04,Petrol,Petrol,0,0,1505.9999999999998,1988.9999999999998
Seat O9 Pro,Seat,Crossover,B,36594,530,5,512,4,9.37,Petrol,Petrol,0,1,1405.4999999999998,1935.4999999999998
Opel R2 Pro,Opel,Sedan,E,69381,547,5,470,5,8.17,Diesel,Diesel,0,0,1225.5,1772.5
Mercedes-Benz RR-88,Mercedes-Benz,SUV,B,39499,696,7,608,5,9.83,Diesel,Diesel,0,1,1474.5,2170.5
Honda 111,Honda,Wagon,E,75406,535,5,628,5,13.39,Petrol,Petrol,0,1,2008.5,2543.5
Citroën TT7,Citroën,Crossover,C,38071,661,6,479,4,6.54,Hybrid,Petrol+Electric,1,0,981.0,1642.0
Skoda M88,Skoda,SUV,D,56844,501,6,482,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1251.0
BMW 888,BMW,Hatchback,F,110894,982,5,333,5,7.97,Diesel,Diesel,0,0,1195.5,2177.5
Volvo A4x,Volvo,SUV,C,51129,717,6,462,4,5.36,Hybrid,Petrol+Electric,1,0,804.0,1521.0
Audi A22,Audi,Sedan,D,51425,554,5,477,5,11.58,Petrol,Petrol,0,0,1737.0,2291.0
Fiat O66,Fiat,MPV,B,32648,582,7,578,5,9.83,Diesel,Diesel,0,0,1474.5,2056.5
Audi VV-99,Audi,SUV,D,66535,744,7,520,4,5.54,Hybrid,Petrol+Electric,1,1,831.0,1575.0
Dacia F7 Pro,Dacia,Convertible,D,49745,614,4,244,5,8.98,Diesel,Diesel,0,0,1347.0,1961.0
Audi K2,Audi,SUV,C,43728,629,5,668,5,9.91,Petrol,Petrol,0,1,1486.5,2115.5
Saab A6 Pro,Saab,Coupe,A,33752,849,3,252,5,9.23,Diesel,Diesel,0,0,1384.5,2233.5
Renault C88,Renault,Hatchback,C,46349,596,5,405,3,7.77,Hybrid,Petrol+Electric,1,0,1165.5,1761.5
BMW LL9,BMW,Sedan,B,29883,257,5,617,4,11.14,Petrol,Petrol,0,0,1671.0,1928.0
Renault DD8,Renault,Hatchback,D,50472,563,5,495,4,12.64,Petrol,Petrol,0,0,1896.0,2459.0
Volkswagen PP-55,Volkswagen,Hatchback,B,31551,693,5,361,4,8.0,Diesel,Diesel,0,0,1200.0,1893.0
Audi 333,Audi,MPV,E,80184,626,8,851,5,6.47,Hybrid,Petrol+Electric,1,0,970.5,1596.5
Volvo KK-77,Volvo,Wagon,F,126874,616,5,834,4,6.08,Diesel,Diesel,0,1,912.0,1528.0
Mazda C22,Mazda,Crossover,E,75250,588,6,610,4,9.8,Petrol,Petrol,0,1,1470.0,2058.0
BMW W9 Pro,BMW,SUV,C,42277,796,7,766,5,9.91,Diesel,Diesel,0,1,1486.5,2282.5
Fiat I22,Fiat,Crossover,B,35574,428,7,530,4,7.88,Diesel,Diesel,0,1,1182.0,1610.0
Toyota E7x,Toyota,Crossover,D,51252,361,7,493,4,13.8,Petrol,Petrol,0,0,2070.0,2431.0
Peugeot F-Class,Peugeot,Coupe,D,55969,456,4,277,4,5.77,Hybrid,Petrol+Electric,1,0,865.4999999999999,1321.5
Seat U88,Seat,Crossover,F,117183,851,6,497,5,9.12,Diesel,Diesel,0,0,1367.9999999999998,2219.0
BMW RR2,BMW,Wagon,C,34036,265,5,741,4,7.65,Petrol,Petrol,0,1,1147.5,1412.5
Renault BB-55,Renault,Sedan,A,29063,533,5,551,4,11.9,Petrol,Petrol,0,0,1785.0,2318.0
Ferrari II3,Ferrari,Pickup,F,104105,677,3,0,4,12.26,Petrol,Petrol,0,0,1839.0,2516.0
DS Automobiles 666,DS Automobiles,Hatchback,D,52580,554,5,497,4,13.56,Petrol,Petrol,0,0,2034.0,2588.0
DS Automobiles M-Class,DS Automobiles,SUV,B,31828,390,5,806,4,8.79,Diesel,Diesel,0,1,1318.4999999999998,1708.4999999999998
Cupra L7,Cupra,Convertible,D,66815,672,2,249,4,8.22,Diesel,Diesel,0,0,1233.0,1905.0
Fiat E1 Pro,Fiat,Sedan,A,25359,361,5,507,5,8.85,Hybrid,Petrol+Electric,1,0,1327.5,1688.5
BMW E66,BMW,Hatchback,C,55620,669,5,301,4,7.07,Diesel,Diesel,0,0,1060.5,1729.5
Opel AA-11,Opel,SUV,C,38692,426,6,589,5,9.23,Hybrid,Petrol+Electric,1,1,1384.5,1810.5
Peugeot C7,Peugeot,SUV,C,37592,574,7,557,4,9.74,Petrol,Petrol,0,1,1461.0,2035.0
Volkswagen XX-6,Volkswagen,MPV,B,38684,538,8,515,3,5.46,Hybrid,Petrol+Electric,1,0,819.0,1357.0
BMW I1x,BMW,Coupe,B,35526,434,4,208,4,8.85,Diesel,Diesel,0,0,1327.5,1761.5
Alfa Romeo FF-44,Alfa Romeo,SUV,C,44079,624,5,742,3,12.28,Petrol,Petrol,0,1,1842.0,2466.0
Skoda I88,Skoda,Pickup,B,31032,516,5,0,4,11.82,Petrol,Petrol,0,0,1773.0,2289.0
Renault R33,Renault,Crossover,C,46792,624,7,459,3,10.83,Petrol,Petrol,0,0,1624.5,2248.5
Suzuki U6 Pro,Suzuki,Convertible,C,42617,578,3,216,4,9.49,Petrol,Petrol,0,0,1423.5,2001.5
Skoda A-Class,Skoda,Sedan,D,61650,740,5,530,4,9.68,Diesel,Diesel,0,0,1452.0,2192.0
Vauxhall 999,Vauxhall,SUV,D,55591,620,5,523,4,10.23,Petrol,Petrol,0,1,1534.5,2154.5
Peugeot F3 Pro,Peugeot,Hatchback,B,27728,554,5,427,5,10.26,Petrol,Petrol,0,0,1539.0,2093.0
Toyota X-Class,Toyota,Hatchback,A,30490,307,5,347,4,13.3,Petrol,Petrol,0,0,1995.0,2302.0
Renault CC-3,Renault,Wagon,D,71180,569,5,646,4,5.0,Hybrid,Petrol+Electric,1,1,750.0,1319.0
Volvo C7x,Volvo,Hatchback,E,77556,307,5,448,4,12.07,Petrol,Petrol,0,0,1810.5,2117.5
Audi M1 Pro,Audi,Crossover,F,97961,445,5,699,4,11.73,Diesel,Diesel,0,1,1759.5,2204.5
Audi CC-11,Audi,Wagon,F,98864,713,5,665,4,12.12,Petrol,Petrol,0,1,1817.9999999999998,2531.0
Nissan SS1,Nissan,Hatchback,D,56628,553,5,431,3,6.93,Diesel,Diesel,0,0,1039.5,1592.5
Peugeot 666,Peugeot,SUV,E,74189,733,5,750,5,7.74,Hybrid,Diesel+Electric,1,1,1161.0,1894.0
Audi U3,Audi,Crossover,C,48609,443,6,695,4,8.68,Hybrid,Petrol+Electric,1,1,1302.0,1745.0
Porsche DD-22,Porsche,Convertible,D,61451,621,4,192,5,6.08,Diesel,Diesel,0,0,912.0,1533.0
Volkswagen FF7,Volkswagen,Sedan,F,116231,733,5,392,5,7.7,Diesel,Diesel,0,0,1155.0,1888.0
Toyota 111,Toyota,Pickup,D,54688,798,3,0,4,9.13,Diesel,Diesel,0,0,1369.5000000000002,2167.5
Toyota HH8,Toyota,Coupe,C,35210,606,2,324,4,9.99,Petrol,Petrol,0,0,1498.5,2104.5
Peugeot T3,Peugeot,Crossover,C,42028,448,5,586,4,6.81,Hybrid,Diesel+Electric,1,1,1021.4999999999999,1469.5
Alfa Romeo BB-1,Alfa Romeo,SUV,C,45464,524,5,772,5,8.7,Diesel,Diesel,0,1,1305.0,1829.0
BMW CC-77,BMW,Wagon,C,41137,555,5,738,4,9.69,Petrol,Petrol,0,1,1453.5,2008.5
Suzuki WW1,Suzuki,Coupe,D,52944,866,4,354,5,9.67,Diesel,Diesel,0,0,1450.5,2316.5
Peugeot Q5,Peugeot,Sedan,D,57393,576,5,566,4,12.76,Petrol,Petrol,0,0,1914.0,2490.0
Renault 555,Renault,Pickup,B,26000,381,2,0,4,13.47,Petrol,Petrol,0,0,2020.5,2401.5
Opel X6 Pro,Opel,MPV,D,50547,410,6,584,4,7.71,Hybrid,Petrol+Electric,1,0,1156.5,1566.5
Land Rover H-Class,Land Rover,SUV,C,37789,541,7,777,4,7.92,Diesel,Diesel,0,1,1188.0,1729.0
Ford P7 Pro,Ford,Wagon,C,48573,655,5,739,4,11.09,Diesel,Diesel,0,1,1663.5,2318.5
Porsche T4 Pro,Porsche,SUV,C,48698,453,7,485,5,11.35,Petrol,Petrol,0,0,1702.5,2155.5
Mazda M3x,Mazda,Wagon,C,34086,601,5,882,5,11.65,Petrol,Petrol,0,1,1747.5,2348.5
Mazda I-Class,Mazda,Coupe,D,54557,496,2,241,4,6.84,Diesel,Diesel,0,0,1026.0,1522.0
Maserati 222,Maserati,Hatchback,D,54837,726,5,476,3,11.96,Petrol,Petrol,0,0,1794.0000000000002,2520.0
Land Rover E8 Pro,Land Rover,Hatchback,D,54515,632,5,383,4,8.84,Diesel,Diesel,0,0,1326.0,1958.0
Volvo KK-9,Volvo,SUV,C,50861,533,6,769,4,6.05,Hybrid,Petrol+Electric,1,1,907.5,1440.5
Skoda 222,Skoda,MPV,D,64736,248,6,549,4,7.74,Hybrid,Diesel+Electric,1,0,1161.0,1409.0
Nissan I6,Nissan,SUV,B,40922,546,5,794,3,8.17,Diesel,Diesel,0,1,1225.5,1771.5
Toyota E6,Toyota,Convertible,C,41037,523,2,250,5,6.19,Hybrid,Petrol+Electric,1,0,928.5000000000001,1451.5
Mercedes-Benz W7 Pro,Mercedes-Benz,SUV,C,45416,603,6,491,4,7.59,Diesel,Diesel,0,0,1138.5,1741.5
Seat WW-3,Seat,Sedan,D,70080,733,5,488,4,6.41,Diesel,Diesel,0,0,961.5,1694.5
Opel 555,Opel,MPV,E,78296,562,8,592,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1312.0
Vauxhall ZZ-6,Vauxhall,Crossover,C,43301,614,6,598,4,6.05,Hybrid,Diesel+Electric,1,1,907.5,1521.5
Seat II-99,Seat,SUV,D,55411,435,5,745,5,9.87,Petrol,Petrol,0,1,1480.4999999999998,1915.4999999999998
Ford LL-3,Ford,Hatchback,C,37745,625,5,324,4,5.26,Hybrid,Petrol+Electric,1,0,789.0,1414.0
Fiat R1x,Fiat,Hatchback,C,43170,639,5,475,3,6.54,Hybrid,Petrol+Electric,1,0,981.0,1620.0
Hyundai I9x,Hyundai,Hatchback,D,55147,633,5,479,4,8.79,Diesel,Diesel,0,0,1318.4999999999998,1951.4999999999998
Mercedes-Benz B7x,Mercedes-Benz,SUV,D,52628,624,5,487,5,6.47,Hybrid,Petrol+Electric,1,0,970.5,1594.5
Aston Martin GG-99,Aston Martin,Crossover,E,72371,520,7,705,4,12.78,Petrol,Petrol,0,1,1917.0,2437.0
Maserati XX-5,Maserati,Sedan,D,50027,492,5,586,4,5.94,Hybrid,Diesel+Electric,1,0,891.0000000000001,1383.0
Peugeot S-Class,Peugeot,Hatchback,B,28202,465,5,439,5,12.79,Petrol,Petrol,0,0,1918.4999999999998,2383.5
Peugeot SS-5,Peugeot,Sedan,F,116555,867,5,454,4,9.57,Diesel,Diesel,0,0,1435.5,2302.5
Citroën L44,Citroën,SUV,E,76103,625,5,513,4,8.45,Hybrid,Petrol+Electric,1,1,1267.5,1892.5
Skoda V5x,Skoda,Pickup,C,39521,490,5,0,4,10.73,Diesel,Diesel,0,0,1609.5,2099.5
Suzuki E9x,Suzuki,SUV,A,31842,568,5,792,4,9.45,Diesel,Diesel,0,1,1417.5,1985.5
Porsche L6,Porsche,Hatchback,C,45394,514,5,475,4,13.05,Petrol,Petrol,0,0,1957.5,2471.5
Subaru P8,Subaru,Crossover,D,70533,649,7,441,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1399.0
Toyota X-Class,Toyota,MPV,F,119856,634,8,627,4,10.2,Hybrid,Diesel+Electric,1,0,1530.0,2164.0
Alfa Romeo M8x,Alfa Romeo,Wagon,D,55219,447,5,743,4,9.59,Diesel,Diesel,0,1,1438.5,1885.5
Ford MM2,Ford,Coupe,C,38882,451,2,308,5,10.12,Diesel,Diesel,0,0,1517.9999999999998,1968.9999999999998
Vauxhall NN3,Vauxhall,MPV,A,28567,467,8,993,3,12.62,Petrol,Petrol,0,0,1892.9999999999998,2360.0
Opel TT-3,Opel,Crossover,C,39291,692,5,653,4,10.51,Petrol,Petrol,0,1,1576.5,2268.5
Dacia U1,Dacia,Pickup,C,43851,322,3,0,4,8.2,Hybrid,Petrol+Electric,1,0,1230.0,1552.0
Seat L6 Pro,Seat,Hatchback,B,36533,574,5,430,4,5.0,Hybrid,Petrol+Electric,1,0,750.0,1324.0
Ford 888,Ford,Coupe,B,32002,698,3,260,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1448.0
Dacia Z-Class,Dacia,Coupe,B,29451,658,2,220,4,6.77,Diesel,Diesel,0,0,1015.4999999999999,1673.5
Mitsubishi 222,Mitsubishi,MPV,B,26872,500,7,640,4,11.99,Petrol,Petrol,0,0,1798.5,2298.5
Audi 888,Audi,SUV,D,58381,631,6,483,5,8.14,Diesel,Diesel,0,0,1221.0,1852.0
Toyota N2 Pro,Toyota,Wagon,C,44133,648,5,882,5,11.95,Petrol,Petrol,0,1,1792.5,2440.5
Mercedes-Benz E6,Mercedes-Benz,Sedan,C,47426,800,5,517,4,11.89,Diesel,Diesel,0,0,1783.5,2583.5
Kia X-Class,Kia,Crossover,C,43168,626,7,562,4,7.01,Hybrid,Petrol+Electric,1,1,1051.5,1677.5
Citroën B3x,Citroën,SUV,F,107667,704,6,719,4,9.93,Diesel,Diesel,0,1,1489.5,2193.5
Honda V11,Honda,Crossover,D,59275,748,6,638,4,10.14,Petrol,Petrol,0,1,1521.0,2269.0
Bentley X6x,Bentley,Crossover,D,53123,618,6,692,4,6.8,Diesel,Diesel,0,1,1020.0,1638.0
Renault LL-5,Renault,SUV,D,63028,591,6,466,5,5.0,Hybrid,Petrol+Electric,1,0,750.0,1341.0
Seat 333,Seat,Sedan,D,60815,696,5,520,5,9.07,Hybrid,Petrol+Electric,1,0,1360.5,2056.5
Mazda C3,Mazda,SUV,D,54908,505,7,451,4,8.32,Hybrid,Petrol+Electric,1,0,1248.0,1753.0
Fiat P66,Fiat,Crossover,C,45438,904,6,523,3,7.23,Hybrid,Petrol+Electric,1,1,1084.5,1988.5
Audi BB1,Audi,Crossover,C,51725,599,6,534,4,6.58,Hybrid,Petrol+Electric,1,1,987.0,1586.0
Volkswagen O11,Volkswagen,Wagon,C,40262,576,5,540,4,10.23,Diesel,Diesel,0,1,1534.5,2110.5
Seat 222,Seat,Hatchback,C,45573,658,5,508,4,6.85,Hybrid,Diesel+Electric,1,0,1027.5,1685.5
Mazda GG3,Mazda,Coupe,B,41571,702,3,319,4,5.79,Hybrid,Petrol+Electric,1,0,868.5,1570.5
Toyota VV5,Toyota,Crossover,C,35521,410,6,697,5,14.44,Petrol,Petrol,0,1,2166.0,2576.0
Audi VV-66,Audi,Hatchback,C,39212,341,5,422,4,13.16,Petrol,Petrol,0,0,1974.0,2315.0
Alfa Romeo P5,Alfa Romeo,SUV,C,45281,494,6,632,4,5.33,Hybrid,Diesel+Electric,1,1,799.5,1293.5
Skoda Q2,Skoda,SUV,C,41350,625,6,545,4,9.01,Diesel,Diesel,0,1,1351.5,1976.5
Citroën XX-44,Citroën,SUV,B,32615,433,6,533,4,11.3,Petrol,Petrol,0,1,1695.0,2128.0
Hyundai P99,Hyundai,Hatchback,C,43420,533,5,510,4,8.56,Hybrid,Diesel+Electric,1,0,1284.0,1817.0
Opel M6,Opel,Sedan,C,46725,586,5,601,5,9.9,Diesel,Diesel,0,0,1485.0,2071.0
Toyota H2,Toyota,Hatchback,D,63014,392,5,425,3,7.83,Hybrid,Diesel+Electric,1,0,1174.5,1566.5
Aston Martin A7,Aston Martin,Hatchback,C,45970,680,5,490,4,10.02,Diesel,Diesel,0,0,1503.0,2183.0
Toyota W-Class,Toyota,Sedan,A,31968,673,5,568,4,8.14,Diesel,Diesel,0,0,1221.0,1894.0
Nissan Z-Class,Nissan,Coupe,B,38212,555,2,335,4,7.06,Hybrid,Diesel+Electric,1,0,1059.0,1614.0
BMW XX-2,BMW,SUV,C,45049,581,7,675,4,10.15,Petrol,Petrol,0,1,1522.5,2103.5
Audi I6,Audi,SUV,B,32909,458,5,587,4,6.67,Hybrid,Petrol+Electric,1,1,1000.5,1458.5
Mercedes-Benz B44,Mercedes-Benz,Crossover,C,42608,559,5,472,4,7.57,Diesel,Diesel,0,0,1135.5,1694.5
Kia B9x,Kia,Crossover,C,51877,663,5,577,3,8.59,Hybrid,Petrol+Electric,1,1,1288.5,1951.5
Vauxhall C-Class,Vauxhall,Hatchback,E,75301,493,5,505,4,7.36,Diesel,Diesel,0,0,1104.0,1597.0
Renault K2 Pro,Renault,Sedan,D,56476,491,5,405,4,9.17,Diesel,Diesel,0,0,1375.5,1866.5
Renault VV-6,Renault,Sedan,A,30534,401,5,518,4,9.47,Diesel,Diesel,0,0,1420.5,1821.5
Opel S66,Opel,Crossover,C,42035,795,5,584,4,8.56,Diesel,Diesel,0,1,1284.0,2079.0
Toyota HH6,Toyota,SUV,D,61880,561,6,690,5,15.0,Petrol,Petrol,0,1,2250.0,2811.0
Nissan EE1,Nissan,SUV,B,41902,728,5,713,4,5.91,Hybrid,Diesel+Electric,1,1,886.5,1614.5
Honda NN2,Honda,Crossover,E,74058,652,5,596,3,7.39,Diesel,Diesel,0,1,1108.5,1760.5
Land Rover B7,Land Rover,Pickup,C,49850,790,5,0,4,5.0,Hybrid,Diesel+Electric,1,0,750.0,1540.0
Opel TT-11,Opel,Sedan,B,39399,732,5,523,4,7.86,Diesel,Diesel,0,0,1179.0,1911.0
Mazda N7,Mazda,SUV,B,27151,410,7,736,4,10.83,Petrol,Petrol,0,1,1624.5,2034.5
Toyota B2 Pro,Toyota,SUV,E,77612,694,6,524,4,9.26,Diesel,Diesel,0,1,1389.0,2083.0
Opel N8 Pro,Opel,Wagon,F,108466,491,5,878,5,9.03,Hybrid,Diesel+Electric,1,1,1354.5,1845.5
Bentley II-11,Bentley,Wagon,E,61285,654,5,705,4,9.13,Diesel,Diesel,0,1,1369.5000000000002,2023.5000000000002
BMW QQ-9,BMW,Wagon,C,47852,742,5,632,4,7.31,Diesel,Diesel,0,1,1096.5,1838.5
Mitsubishi X-Class,Mitsubishi,Sedan,D,64304,859,5,595,5,9.01,Diesel,Diesel,0,0,1351.5,2210.5
